"","TF","Target","mode","references"
"2453","GATA3","HSD17B1","Repression","9231796"
"2454","GATA3","IFNG","Unknown","21507199"
"2455","GATA3","IL10","Unknown","21507199"
"2456","GATA3","IL12RB2","Repression","21632975"
"2457","GATA3","IL4","Unknown","12876556;16498264;22226971"
"2458","GATA3","IL5","Activation","10212281"
"2459","GATA3","IL5","Unknown","16498264;17270283;20522714"
"2460","GATA3","KLK1","Unknown","19232384"
"2461","GATA3","LOX","Repression","21892208"
"2462","GATA3","MMP1","Unknown","21244711"
"2463","GATA3","MUC1","Activation","17078870"
"2464","GATA3","NFKB1","Unknown","19686049"
"2465","GATA3","PAEP","Activation","19483726"
"2466","GATA3","RELA","Unknown","19686049"
"2467","GATA3","SLCO4C1","Unknown","23874392"
"2468","GATA3","STAT4","Repression","21632975"
"2469","GATA3","TCF7L2","Unknown","22951069"
"2470","GATA3","TEK","Activation","19674970"
"2471","GATA3","TGFBR3","Unknown","24124001"
"2472","GATA3","TRA","Unknown","11385613"
"2473","GATA3","ZEB1","Activation","20731704"
"2474","GATA4","AMH","Activation","11097782;21220346"
"2475","GATA4","AMH","Unknown","10446911"
"2476","GATA4","CCND2","Activation","24416423"
"2477","GATA4","CYP17A1","Unknown","14988427"
"2478","GATA4","ERBB2","Repression","19276186"
"2479","GATA4","FABP2","Activation","17290010;22539995"
"2480","GATA4","FCGR2B","Unknown","15153544"
"2481","GATA4","FCGR3B","Unknown","15153544"
"2482","GATA4","FGF10","Unknown","22303449"
"2483","GATA4","HAMP","Activation","21609320"
"2484","GATA4","HDAC9","Repression","18332107"
"2485","GATA4","IAPP","Activation","17290010"
"2486","GATA4","IL5","Activation","7791790;9209438"
"2487","GATA4","NOS3","Activation","14555463"
"2488","GATA4","NPPA","Activation","14573514"
"2489","GATA4","NPPB","Unknown","15464586"
"2490","GATA4","SGPL1","Unknown","21184844"
"2491","GATA4","SI","Activation","22539995"
"2492","GATA4","STAR","Unknown","11111087"
"2493","GATA4","SUMO1","Unknown","15337742"
"2494","GATA5","SLC5A1","Unknown","18656622"
"2495","GATA6","APOA1","Unknown","14659877"
"2496","GATA6","CAV1","Repression","21514437"
"2497","GATA6","CYP11A1","Activation","15284005"
"2498","GATA6","CYP17A1","Activation","15284005"
"2499","GATA6","CYP17A1","Unknown","14988427"
"2500","GATA6","DAB2","Activation","16024609"
"2501","GATA6","DKK1","Unknown","21811562"
"2502","GATA6","PLAU","Repression","15231498"
"2503","GATA6","SULT2A1","Activation","15388788;19497978"
"2504","GATA6","VWF","Unknown","12511565"
"2505","GBX2","IL6","Activation","10690529"
"2506","GCM1","ERVFRD-1","Unknown","20484742"
"2507","GCM1","ERVW-1","Activation","19692500;24478419"
"2508","GCM1","MFSD2A","Unknown","20484742"
"2509","GCM1","PGF","Activation","18160678"
"2510","GCM2","CASR","Activation","18712808"
"2511","GCM2","PTH","Activation","20558332"
"2512","GFI1","BAX","Repression","17213822"
"2513","GFI1","CDKN1A","Unknown","16287849"
"2514","GFI1","CYP27B1","Repression","15947108;17207994"
"2515","GFI1","ELANE","Unknown","18328744"
"2516","GFI1","GUCY1B1","Unknown","14504408"
"2517","GFI1","NF1","Unknown","14504408"
"2518","GFI1B","MEF2C","Repression","21261500"
"2519","GLI1","AKT1","Unknown","23580656"
"2520","GLI1","BCL2","Activation","19074837;21135115"
"2521","GLI1","BCL2","Repression","14555646"
"2522","GLI1","BCL2","Unknown","15520176;24739390"
"2523","GLI1","BHLHE41","Activation","24165159"
"2524","GLI1","CDK2","Activation","20647328"
"2525","GLI1","CYR61","Activation","22056874"
"2526","GLI1","EGR2","Repression","18924150"
"2527","GLI1","FAS","Repression","21135115"
"2528","GLI1","H2AFX","Repression","21860067"
"2529","GLI1","IL1R2","Unknown","16880536"
"2530","GLI1","JUN","Unknown","19219074"
"2531","GLI1","MUC5AC","Activation","20972463"
"2532","GLI1","PDGFRA","Activation","21135115"
"2533","GLI1","S100A7","Unknown","16880536"
"2534","GLI1","S100A9","Unknown","16880536"
"2535","GLI1","SFRP1","Activation","19930158"
"2536","GLI1","SMAD4","Unknown","24739390"
"2537","GLI1","SOCS1","Activation","24058673"
"2538","GLI1","SOX9","Unknown","17409199"
"2539","GLI1","TNFRSF10B","Repression","21135115"
"2540","GLI2","BCL2","Activation","16880536;21135115"
"2541","GLI2","BHLHE41","Unknown","24165159"
"2542","GLI2","CDH1","Repression","23890107"
"2543","GLI2","FAS","Repression","21135115"
"2544","GLI2","FOXA2","Unknown","19360354"
"2545","GLI2","FOXC2","Unknown","19360354"
"2546","GLI2","FOXE1","Unknown","19360354"
"2547","GLI2","FOXF1","Activation","23034409"
"2548","GLI2","FOXF1","Unknown","19360354"
"2549","GLI2","FOXL1","Unknown","19360354"
"2550","GLI2","FST","Activation","18319260"
"2551","GLI2","H2AFX","Repression","21860067"
"2552","GLI2","IFITM5","Activation","23530031"
"2553","GLI2","JUN","Unknown","19219074"
"2554","GLI2","MUC5AC","Activation","20972463"
"2555","GLI2","PDGFRA","Activation","21135115"
"2556","GLI2","SOCS1","Activation","24058673"
"2557","GLI2","TNFRSF10B","Repression","21135115"
"2558","GLI2","WNT2B","Activation","19360354"
"2559","GLI3","HLA-G","Repression","23592762"
"2560","GLI3","SMO","Activation","15072830"
"2561","GLI3","VMP1","Activation","22535956"
"2562","GLIS3","INS","Unknown","23856252"
"2563","GRHL1","CYP11A1","Unknown","18004979"
"2564","GSC","GSC2","Unknown","9441739"
"2565","GTF2A1","TBP","Unknown","12818428"
"2566","GTF2B","BDKRB1","Unknown","15705059"
"2567","GTF2F1","BGLAP","Unknown","9265625"
"2568","GTF2I","DNAAF4","Unknown","18445785"
"2569","GTF2I","HSPA5","Activation","19097122;21503958"
"2570","GTF2I","SIRT1","Activation","21407215"
"2571","GTF3A","ADM","Unknown","12630823"
"2572","GTF3A","BAG3","Activation","19282432"
"2573","GTF3A","FUS","Unknown","12364590"
"2574","GTF3A","RAD51B","Unknown","9878257"
"2575","GTF3A","STAT1","Unknown","12364590"
"2576","GZF1","HOXA10","Repression","16049025"
"2577","HAND2","DBH","Activation","14512028"
"2578","HAND2","GATA4","Unknown","11994297"
"2579","HAND2","NPPA","Activation","12392994"
"2580","HAND2","PHOX2A","Activation","16280598"
"2581","HAX1","ATP2A2","Repression","18971376"
"2582","HBP1","CDKN1A","Repression","10030670"
"2583","HBP1","DNMT1","Repression","23249948"
"2584","HBP1","MIF","Repression","20383199"
"2585","HBP1","NCF1","Repression","15024088;18258815"
"2586","HCFC1","E2F1","Activation","17612494;19763085"
"2587","HCFC1","E2F4","Repression","17612494"
"2588","HCFC1","MMACHC","Unknown","24011988"
"2589","HDAC1","ABCB1","Repression","19435809;20037778"
"2590","HDAC1","ALOX15","Unknown","19198625"
"2591","HDAC1","APOC3","Unknown","20516075"
"2592","HDAC1","AR","Unknown","11971970"
"2593","HDAC1","BAMBI","Repression","24448807"
"2594","HDAC1","BCL2A1","Activation","17000776"
"2595","HDAC1","BIRC3","Activation","17000776"
"2596","HDAC1","BIRC5","Unknown","17124180"
"2597","HDAC1","BRCA2","Repression","18765668"
"2598","HDAC1","CCND1","Activation","20049841"
"2599","HDAC1","CCND1","Repression","20821348"
"2600","HDAC1","CCND2","Repression","11511535"
"2601","HDAC1","CD1D","Repression","22419072"
"2602","HDAC1","CD44","Repression","18372343"
"2603","HDAC1","CD82","Repression","19182791"
"2604","HDAC1","CDH1","Repression","18794357;19182791;20580679;21184735;21685935"
"2605","HDAC1","CDH1","Unknown","24424621"
"2606","HDAC1","CDKN1A","Repression","12665570;15130752;18210215;19182791"
"2607","HDAC1","CDKN1A","Unknown","16287849;17172847"
"2608","HDAC1","CDKN2A","Unknown","23455154"
"2609","HDAC1","CLDN7","Activation","19277896"
"2610","HDAC1","COL1A2","Activation","16464847"
"2611","HDAC1","COL1A2","Unknown","24058639"
"2612","HDAC1","CXCL8","Unknown","11564889"
"2613","HDAC1","CYP3A4","Unknown","21996064"
"2614","HDAC1","DEFB1","Unknown","23185513"
"2615","HDAC1","DNMT1","Unknown","23242655"
"2616","HDAC1","E2F1","Repression","9724731"
"2617","HDAC1","EGFR","Repression","22025675"
"2618","HDAC1","EGR1","Repression","21983014"
"2619","HDAC1","EIF2AK1","Repression","19133234"
"2620","HDAC1","EPCAM","Unknown","20940408"
"2621","HDAC1","ESR1","Repression","18316616;20101232;23242655"
"2622","HDAC1","ESR1","Unknown","21655924"
"2623","HDAC1","FOS","Repression","17056544"
"2624","HDAC1","GAD1","Repression","19029285"
"2625","HDAC1","GRIN2B","Activation","19081374"
"2626","HDAC1","HLA-DRA","Repression","11533238"
"2627","HDAC1","HMGCS1","Unknown","12626711"
"2628","HDAC1","HSPA5","Repression","19417144"
"2629","HDAC1","ICAM1","Activation","12490396"
"2630","HDAC1","IGFBP3","Activation","12200149"
"2631","HDAC1","IL2","Repression","17056544"
"2632","HDAC1","KLF4","Repression","15051827"
"2633","HDAC1","ABCB1","Unknown","20037778"
"2634","HDAC1","MGMT","Unknown","18555750"
"2635","HDAC1","MICA","Unknown","17625602"
"2636","HDAC1","MICB","Unknown","17625602"
"2637","HDAC1","MMP28","Repression","20144149"
"2638","HDAC1","MMP9","Repression","22879913"
"2639","HDAC1","NFKB1","Unknown","24448807"
"2640","HDAC1","NOS3","Unknown","22848708"
"2641","HDAC1","PCNA","Repression","9650586"
"2642","HDAC1","PCNA","Unknown","18691180"
"2643","HDAC1","PHB","Repression","21152868"
"2644","HDAC1","POU5F1","Unknown","22867868"
"2645","HDAC1","PSIP1","Unknown","23386123"
"2646","HDAC1","PTGS2","Activation","17395887"
"2647","HDAC1","RARB","Repression","14731134"
"2648","HDAC1","RECK","Activation","20442303"
"2649","HDAC1","RECK","Repression","20442303"
"2650","HDAC1","RECK","Unknown","16377629"
"2651","HDAC1","RECQL4","Repression","15674334"
"2652","HDAC1","RELN","Repression","19029285"
"2653","HDAC1","RGS10","Unknown","24475290"
"2654","HDAC1","RHOB","Repression","13679859"
"2655","HDAC1","RUNX3","Activation","18850007"
"2656","HDAC1","RUNX3","Repression","18850007"
"2657","HDAC1","RUNX3","Unknown","18430739;22274925"
"2658","HDAC1","SERPINB5","Unknown","10709100"
"2659","HDAC1","SFRP1","Unknown","23770846"
"2660","HDAC1","SMAD7","Unknown","24369345"
"2661","HDAC1","SNAI2","Repression","18588516"
"2662","HDAC1","SP1","Repression","21636851"
"2663","HDAC1","SPP1","Repression","20609221;22422937"
"2664","HDAC1","STAT3","Unknown","18611949"
"2665","HDAC1","TERT","Unknown","19587703"
"2666","HDAC1","TFF1","Repression","19581286"
"2667","HDAC1","TJP1","Repression","20580679"
"2668","HDAC1","TNFRSF10A","Unknown","18408217"
"2669","HDAC1","TP53","Repression","15130752"
"2670","HDAC1","TXNIP","Repression","19351825"
"2671","HDAC10","TXNIP","Repression","20680488"
"2672","HDAC11","IL10","Repression","19011628"
"2673","HDAC11","IL17A","Repression","21239696"
"2674","HDAC11","MYC","Unknown","20493879"
"2675","HDAC11","TNF","Repression","21239696"
"2676","HDAC11","TNFSF4","Activation","21239696"
"2677","HDAC2","ALOX5","Activation","21883892"
"2678","HDAC2","APAF1","Repression","18834886"
"2679","HDAC2","BMP7","Repression","17452977"
"2680","HDAC2","CAD","Unknown","14559996"
"2681","HDAC2","CCL2","Unknown","22679019"
"2682","HDAC2","CCNE1","Repression","22214847"
"2683","HDAC2","CD1D","Repression","22419072"
"2684","HDAC2","CDH1","Repression","19706751;20714342;21685935"
"2685","HDAC2","CDKN1A","Unknown","20190809"
"2686","HDAC2","COL1A2","Repression","16464847"
"2687","HDAC2","CXCL8","Repression","19411311"
"2688","HDAC2","CXCL8","Unknown","11564889"
"2689","HDAC2","DEC1","Unknown","21317427"
"2690","HDAC2","DNMT1","Repression","22328086"
"2691","HDAC2","GRM2","Unknown","22864611"
"2692","HDAC2","IGF1","Unknown","18193094"
"2693","HDAC2","KLF4","Repression","19486889"
"2694","HDAC2","MUC5AC","Repression","22798432"
"2695","HDAC2","MYC","Unknown","20493879"
"2696","HDAC2","MYCN","Unknown","15382088"
"2697","HDAC2","PHB","Repression","21152868"
"2698","HDAC2","SNAI2","Repression","23836662"
"2699","HDAC2","SP1","Repression","21636851"
"2700","HDAC2","TGFBR2","Repression","19088080"
"2701","HDAC2","TNFSF10","Repression","23630076"
"2702","HDAC2","TP63","Unknown","21317427"
"2703","HDAC2","TWIST1","Repression","23836662"
"2704","HDAC2","VEGFA","Unknown","23926105"
"2705","HDAC3","ALOX5","Activation","21883892"
"2706","HDAC3","APOC3","Unknown","20516075"
"2707","HDAC3","CDH1","Repression","20049841"
"2708","HDAC3","CDKN2A","Repression","18558095"
"2709","HDAC3","CXCR4","Repression","20473547"
"2710","HDAC3","EGFR","Unknown","21464950"
"2711","HDAC3","GAS2","Repression","20679491"
"2712","HDAC3","GATA2","Repression","11567998"
"2713","HDAC3","GCM1","Unknown","16528103"
"2714","HDAC3","GRHL1","Repression","24419085"
"2715","HDAC3","GTF2I","Unknown","21549311"
"2716","HDAC3","IFNA1","Repression","22685561"
"2717","HDAC3","JUN","Repression","17244530"
"2718","HDAC3","LGALS9","Unknown","22027828"
"2719","HDAC3","LSS","Unknown","17925399"
"2720","HDAC3","MBD1","Unknown","16432238"
"2721","HDAC3","MMP2","Repression","17079677"
"2722","HDAC3","MYC","Repression","19279113;23079660;23714368"
"2723","HDAC3","PCK2","Unknown","17456789"
"2724","HDAC3","PRAM1","Unknown","16730330"
"2725","HDAC3","TLR9","Unknown","25194054"
"2726","HDAC3","TNF","Unknown","15356147"
"2727","HDAC3","ULBP1","Unknown","19430493"
"2728","HDAC3","VEGFA","Unknown","23926105"
"2729","HDAC4","ATF4","Unknown","24308964"
"2730","HDAC4","CA9","Unknown","20110259"
"2731","HDAC4","CDKN1A","Repression","18632985"
"2732","HDAC4","CDKN2A","Repression","18558095"
"2733","HDAC4","HDAC3","Unknown","11804585"
"2734","HDAC4","HOXB13","Repression","19013255"
"2735","HDAC4","IL10","Repression","17610967"
"2736","HDAC4","IL5","Unknown","16922677"
"2737","HDAC4","JUN","Activation","10523670"
"2738","HDAC4","JUN","Repression","10523670"
"2739","HDAC4","KLF4","Unknown","21118993"
"2740","HDAC4","MEF2A","Repression","17179159"
"2741","HDAC4","MEF2A","Unknown","10748098"
"2742","HDAC4","MMP13","Repression","17656568;19423655"
"2743","HDAC4","PTPA","Unknown","18045992"
"2744","HDAC4","PTGES","Unknown","19115247"
"2745","HDAC4","PTGS2","Activation","18820298"
"2746","HDAC4","RECK","Unknown","22781396"
"2747","HDAC4","RUNX2","Repression","19509297"
"2748","HDAC4","SLC2A4","Unknown","23899560"
"2749","HDAC4","SMAD4","Unknown","23817620"
"2750","HDAC4","TGIF1","Activation","17610967"
"2751","HDAC4","TGIF2","Activation","17610967"
"2752","HDAC4","VCAM1","Activation","19281832"
"2753","HDAC4","VEGFA","Repression","19509297"
"2754","HDAC4","WT1","Repression","18064385"
"2755","HDAC5","FGF2","Repression","19351956"
"2756","HDAC5","IGF2","Unknown","19666599"
"2757","HDAC5","MEF2A","Repression","15194749"
"2758","HDAC5","MEF2A","Unknown","10748098"
"2759","HDAC5","SLC2A1","Activation","22991226"
"2760","HDAC5","SLC2A4","Repression","22991226"
"2761","HDAC5","SLC2A4","Unknown","23899560"
"2762","HDAC5","SLIT2","Repression","19351956"
"2763","HDAC5","WT1","Repression","18064385"
"2764","HDAC5","YY1","Activation","18632988"
"2765","HDAC7","ACTN4","Repression","16980305"
"2766","HDAC7","AKAP12","Repression","22584896"
"2767","HDAC7","CDKN1A","Activation","20693714"
"2768","HDAC7","CYP7A1","Unknown","17654698"
"2769","HDAC7","ESR1","Repression","21078666"
"2770","HDAC7","HDC","Repression","17827213"
"2771","HDAC7","HIF1A","Activation","20693714"
"2772","HDAC7","HIF1A","Repression","22172637"
"2773","HDAC7","MAML1","Unknown","20203086"
"2774","HDAC7","MEF2A","Repression","11585834"
"2775","HDAC7","MEF2C","Repression","11585834"
"2776","HDAC7","MEF2D","Repression","11585834"
"2777","HDAC7","MMP10","Repression","16873063;20693714"
"2778","HDAC7","NR4A1","Unknown","15623513"
"2779","HDAC9","APP","Unknown","20145244"
"2780","HDAC9","CDKN2A","Activation","19122829"
"2781","HDAC9","CFLAR","Activation","20087862"
"2782","HDAC9","CFLAR","Repression","15540114"
"2783","HDAC9","CITED2","Repression","18054336"
"2784","HDAC9","DIRAS3","Repression","16158053"
"2785","HDAC9","ESR1","Repression","19185986"
"2786","HDAC9","HSPA5","Repression","19417144"
"2787","HDAC9","IGFBP1","Repression","12609987"
"2788","HDAC9","IL18","Unknown","11944905"
"2789","HDAC9","MEF2A","Repression","12242305;15194749"
"2790","HDAC9","MMP13","Activation","18054336"
"2791","HDAC9","MYEF2","Repression","10487760"
"2792","HDAC9","NFKB1","Repression","15964798"
"2793","HDAC9","PRL","Repression","12609987"
"2794","HDAC9","RELA","Repression","15964798"
"2795","HDAC9","STAT6","Repression","21106524"
"2796","HDAC9","TNFRSF10B","Repression","15964798"
"2797","HDAC9","TP53","Repression","15964798"
"2798","HDGF","CDH1","Repression","22247069"
"2799","HDGF","FAS","Activation","19710540"
"2800","HDGF","SMYD1","Repression","19162039"
"2801","HDGF","VEGFA","Activation","14662017;21302807"
"2802","HDGF","VEGFB","Activation","14662017"
"2803","HDGF","VIM","Activation","22247069"
"2804","HES1","ASCL1","Repression","11054669;21573214;9144241"
"2805","HES1","CD4","Repression","11287612"
"2806","HES1","DBF4","Activation","12420215"
"2807","HES1","E2F1","Repression","15467735"
"2808","HES1","HTR1A","Unknown","18499474"
"2809","HES1","MAP2","Repression","19880519"
"2810","HES1","PTEN","Repression","18414037"
"2811","HES1","PTGDS","Repression","15743775"
"2812","HES6","ASCL1","Repression","16103883"
"2813","HES6","HTR1A","Unknown","18499474"
"2814","HEXIM1","CCND1","Repression","18757415"
"2815","HEXIM1","VEGFA","Unknown","20453883"
"2816","HEY1","ACTA2","Repression","18239137"
"2817","HEY1","BMP2","Repression","21945409"
"2818","HEY1","GATA4","Repression","16199874"
"2819","HEY1","GATA6","Repression","16199874"
"2820","HEY1","KDR","Repression","16782059;17028039;18694572"
"2821","HEY1","OCLN","Activation","17028039"
"2822","HEY1","PROX1","Repression","22719258"
"2823","HEY2","ACTA2","Repression","18239137"
"2824","HEY2","GATA4","Repression","16199874"
"2825","HEY2","GATA6","Repression","16199874"
"2826","HEYL","AR","Repression","21454491"
